ObjectNum,Name,Type,Constellation,Magnitude,Info,RAHour,RAMinute,DecSign,DecDeg,DecMinute
    276,IC 1591,Galaxy,Cet,14,"eF, pS, E 265deg , *8 nf is a close D*",0,52.1,-,22,41
    277,MCG 2-3-28,Galaxy,Cet,13,"F, pS, *11 np",0,51.5,-,8,35
    278,UGC 528,Galaxy,Cas,10.9,"Size: 2.2  cB, pL, R, 2 st 10 nr",0,52.1,+,47,33
    279,UGC 532,Galaxy,Cet,14,"Size: 1.8  vF, S, iR, bM, stellar",0,52.3,-,2,12
    280,UGC 534,Galaxy,And,14,"eF, S, R, *15 f 30""",0,52.5,+,24,20
    281,IC 11,Cluster Nebulosity,Cas,7,"Size: 35.  F, vL, dif, S triple * on np ",0,52.8,+,56,37
    282,MCG 5-3-15,Galaxy,Psc,14,"F, S, R, lbM",0,52.8,+,30,37
    283,MCG 2-3-31,Galaxy,Cet,14,"eF, S, R, 1st of 4",0,53.3,-,13,11
    284,MCG 2-3-33,Galaxy,Cet,15,"eF, S, R, 2nd of 4",0,53.6,-,13,9
    285,KAZ 377,Galaxy,Cet,,"eF, S, R, 3rd of 4",0,53.7,-,13,10
    286,MCG 2-3-34,Galaxy,Cet,14,"eF, S, R, 4th of 4",0,53.6,-,13,6
    287,ZWG 501. 33,Galaxy,Psc,15,"eF, S, R; RA 1mag  greater?",0,53.6,+,32,29
    288,ESO 474-SC37,Globular Cluster,Scl,8.1,"Size: 13.8  glob. cl. , B, L, lE, st 12.",0,52.8,-,26,35
    289,ESO 411-25,Galaxy,Scl,12,"Size: 3.7  vB, L, pmE, gbM, *11 np",0,52.7,-,31,12
    290,ESO 29-SC19,Open Cluster,Tuc,12,eF,0,51.3,-,73,9
    291,MCG 2-3-35,Galaxy,Cet,14,"vF, vS, lE, alm stellar",0,53.6,-,8,45
    292,Small Magellanc Cl,Galaxy,Tuc,,"Cl, F, eeL, R, st 12...18",0,52.8,-,72,50
    293,MCG 1-3-30,Galaxy,Cet,14,"vF, S",0,54.3,-,7,14
    294,ESO 29-SC22,Nebula,Tuc,,"vF, pL, R, vglbM, r",0,52.1,-,73,21
    295,UGC 562,Galaxy,Psc,13,"F, S, R, * 10"" n, 296 nf",0,55.2,+,31,31
    296,UGC 565,Galaxy,Psc,15,"F, lE, *10 nf 2'",0,55.4,+,31,40
    297,,Double Star,Cet,,eF,0,55,-,7,21
    298,MCG 1-3-33,Galaxy,Cet,13,pF,0,55,-,7,21
    299,ESO 51-SC5,Cluster Nebulosity,Tuc,11,"pB, vS, R, gvlbR, r",0,54,-,72,10
    300,ESO 295-20,Galaxy,Scl,9,"Size: 20.0  pB, vL, vmiE, vgpmbM",0,54.9,-,37,41
    301,,Galaxy,Cet,,"eF, S, iR, gbM, *8 p 30s",0,56.3,-,10,40
    302,,Star,Cet,,"eF, vS",0,56.4,-,10,39
    303,,Galaxy,Cet,,"eF, vS",0,54.8,-,16,40
    304,UGC 573,Galaxy,And,14,"pF, S, R, svlbM",0,56.1,+,24,7
    305,,Asterism,Psc,,"Cl, S, sc st",0,56,+,12,6
    306,ESO 29-SC23,Cluster Nebulosity,Tuc,12,"F, vS",0,54.9,-,72,13
    307,UGC 584,Galaxy,Cet,14,"pF, S, E",0,56.6,-,1,46
    308,,Star,Cet,,"vF, eS, 1' sf 307",0,56.4,-,1,47
    309,MCG 2-3-50,Galaxy,Cet,11.8,"Size: 3.1  pB, pL, *12-13 n",0,56.7,-,9,55
    310,,Star,Cet,,stellar,0,56.9,-,1,46
    311,UGC 592,Galaxy,Psc,14,"pF, vS, R, gbM",0,57.6,+,30,16
    312,ESO 151-6,Galaxy,Phe,,"Size: 1.8  F, S, R, *12 f",0,56.3,-,52,47
    313,,Galaxy,Psc,12,"Size: 3.6  vF, eS, 1' np 315",0,57.8,+,30,21
    314,ESO 411-32,Galaxy,Scl,,"Size: 1.2  eF, vS, R, pB* f 2'",0,56.9,-,31,58
    315,UGC 597,Galaxy,Psc,13,"Size: 3.2  pB, pL, R, gbM, *9 nf 3'",0,57.8,+,30,21
    316,,Galaxy,Psc,12,"Size: 3.6  vF, eS, stellar, 1' f 315",0,57.8,+,30,21
    317,,Galaxy,And,15,"eeF, pS, lE, D* close f",0,57.6,+,43,47
    318,ZWG 501. 54,Galaxy,Psc,15,"vF, vS, R, bM",0,58.1,+,30,25
    319,ESO 243-13,Galaxy,Phe,,"Size: 1.1  eF, vS, R, lbM",0,57,-,43,50
    320,ESO 541-3,Galaxy,Cet,15,"vF, pS, E 160deg , *10 n",0,58.8,-,20,50
    321,MCG 1-3-43,Galaxy,Cet,,"eF, vS",0,57.4,-,5,2
    322,ESO 243-15,Galaxy,Phe,,"Size: 1.3  vF, vS, R, lbM, 3 st p",0,57.2,-,43,44
    323,ESO 151-9,Galaxy,Phe,,"Size: 1.3  pF, S, R, bM, p of 2",0,56.7,-,52,59
    324,ESO 295-25,Galaxy,Phe,,"(?), F, S, stellar",0,58.6,-,40,30
    325,MCG 1-3-45,Galaxy,Cet,16,"vF, vS",0,57.9,-,5,8
    326,UGC 601;4Z 35,Galaxy,Psc,13.2,"Size: 1.5  F, lE, *9-10 sf",0,58.4,+,26,52
    327,MCG 1-3-47,Galaxy,Cet,13,"Size: 1.9  F, S, E",0,57.9,-,5,8
    328,ESO 151-13,Galaxy,Phe,,"Size: 2.8  vF, lE, vgbM, f of 2",0,57,-,52,55
    329,MCG 1-3-48,Galaxy,Cet,13,"Size: 1.9  F, E",0,58,-,5,4
    330,ESO 29-SC24,Open Cluster,Tuc,9.6,"Size: 2.  glob. cl. , vB, S, lE, st 13..",0,56.2,-,72,29
    331,MCG 1-3-39,?,Cet,,"eF, vS, R, lbM, *12 nf 3'",0,58.6,-,2,43
    332,UGC 609,Galaxy,Psc,15,"vF, S, R, sev st nr S",0,58.8,+,7,6
    333,MCG 3-3-13,Galaxy,Cet,16,no description,0,58.8,-,16,29
    334,ESO 351-26,Galaxy,Scl,,"vF, S, R, glbM, 2 st 11 s",0,58.8,-,35,8
    335,ESO 541-6,Galaxy,Cet,,"Size: 1.2  vF, pS, E, bM",0,59.3,-,18,14
    336,ESO 541-2,Galaxy,Cet,12,"vF, vS, R, sbM",0,58.8,-,18,46
    337,MCG 1-3-53,Galaxy,Cet,11.6,"Size: 2.8  pF, L, E, glbM, *10 f 21s",0,59.8,-,7,35
    338,UGC 624,Galaxy,Psc,14,"vF, vS, iF, bM",1,0.6,+,30,39
    339,ESO 29-SC25,Globular Cluster,Tuc,11.9,"Size: 2.2  F, L, R, vgbM",0,57.7,-,74,29
    340,MCG 1-3-55,Galaxy,Cet,14,"vF, S, E",1,0.6,-,6,53
    341,NGC 341A,Galaxy,Cet,13,"F, pL, R, lbM, r",1,0.8,-,9,11
    342,MCG 1-3-58,Galaxy,Cet,14,"vF, vS",1,0.8,-,6,47
    343,,Star,Cet,,"eF, vS, iR, sbMN (*?)",1,0.8,-,23,14
    344,,Galaxy,Cet,,"Size: 0.9  eF, vS, iR, sbMN (*?)",1,1.6,-,23,16
    345,MCG 1-3-64,Galaxy,Cet,13,"vF, vS, gbM",1,1.4,-,6,54
    346,ESO 51-SC10,Cluster Nebulosity,Tuc,10.3,"Size: 14.  B, L, viF, mbM D*, r",0,59.1,-,72,11
    347,MCG 1-3-63,Galaxy,Cet,14,"vF, vS",1,1.4,-,6,49
    348,ESO 151-17,Galaxy,Phe,,"Size: 1.1  eF, S, R",1,0.9,-,53,15
    349,MCG 1-3-68,Galaxy,Cet,13,"vF, vS",1,1.9,-,6,49
    350,MCG 1-3-69,Galaxy,Cet,15,eF,1,2,-,6,49
    351,UGC 639,Galaxy,Cet,14,"eF, pS, np of 2",1,2.1,-,1,55
    352,MCG 1-3-71,Galaxy,Cet,13,"Size: 2.7  pF, S, iE, *8 f 97s",1,2.1,-,4,15
    353,UGC 641,Galaxy,Cet,14,"eF, pS, R, sf of 2",1,2.6,-,1,56
    354,UGC 645;Mrk 353,Galaxy,Psc,14,"Size: 0.9  vF, vS, R, vS* inv, *14 close",1,3.3,+,22,20
    355,MCG 1-3-77,Galaxy,Cet,15,"eF, vS",1,3.2,-,6,20
    356,MCG 1-3-78,Galaxy,Cet,13,"vF, S, iR",1,3.3,-,7,0
    357,MCG 1-3-81,Galaxy,Cet,11.8,"Size: 2.6  F, S, iR, sbM, *14 nf 20""",1,3.4,-,6,20
    358,,Asterism,Cas,,"Cl, vlRi",1,5.2,+,62,2
    359,UGC 662,Galaxy,Cet,15,"eF, vS",1,4.4,-,0,45
    360,ESO 79-14,Galaxy,Tuc,,"Size: 3.3  eF, vmE 145deg , vlbM",1,2.9,-,65,37
    361,ESO 51-SC12,Globular Cluster,Tuc,11.8,"Size: 1.5  vvF, pL, vlE, vgbM",1,2.2,-,71,33
    362,Dunlop 62,Globular Cluster,Tuc,6.6,"Size: 12.9  glob. cl. , vB, vL, vC, vmbM",1,3.2,-,70,51
    363,MCG 3-3-23,Galaxy,Cet,15,"eF, eS, R",1,6.1,-,16,34
    364,UGC 666,Galaxy,Cet,14,"vF, vS",1,4.6,-,0,51
    365,ESO 352-1,Galaxy,Scl,,"F, S, R, glbM",1,4.1,-,35,7
    366,OCL 316,Open Cluster,Cas,,"Size: 3.  Cl, S",1,6.4,+,62,14
    367,,?,Cet,,"eF, pS, E 175deg , bn, 3 st 12 np",1,4.9,-,12,9
    368,ESO 243-23,Galaxy,Phe,,"eF, vS, *7-8 sp 3'",1,4.4,-,43,16
    369,ESO 541-17,Galaxy,Cet,,"Size: 1.3  vF, vS, R, gbM",1,5.1,-,17,45
    370,,,Psc,,"vF, *13 s 15"", dif",1,6.6,+,32,25
    371,ESO 51-SC14,Open Cluster,Tuc,,"Size: 8.  Cl, F, L, R, pC, st 14...16",1,3.3,-,72,5
    372,,Triple Star,Psc,,"stellar, mbM, r",1,6.7,+,32,26
    373,,Galaxy,Psc,,"vF, vS",1,7,+,32,18
    374,UGC 680,Galaxy,Psc,14,"F, S, bet 2 st 15",1,7.1,+,32,46
    375,Arp 331,Galaxy,Psc,16,"Size: 1.3  vF, vS",1,7.1,+,32,21
    376,ESO 29-SC29,,Tuc,,"only a D*, pos 270deg , dist 10""",1,3.9,-,72,49
    377,ESO 541-19,Triple Star,Cet,,"vF, vS, mE, sbMN",1,6.3,-,20,3
    378,ESO 412-5,Galaxy,Scl,14,"vF, S, R, gbM",1,6.2,-,30,11
    379,UGC 683,Galaxy,Psc,12.6,"Size: 1.8  pF, S, R, bM",1,7.3,+,32,31
    380,UGC 682,Galaxy,Psc,12.5,"Size: 1.6  pF, S, R, sbM",1,7.3,+,32,29
    381,OCL 317,Open Cluster,Cas,9,"Size: 6.  Cl, pC",1,8.3,+,61,35
    382,UGC 688;Arp 331,Galaxy,Psc,14,"Size: 0.4  vF, S, R, sp of D neb",1,7.4,+,32,24
    383,UGC 689,Galaxy,Psc,11.9,"Size: 2.3  pF, pL, R, gbM, nf of D neb",1,7.4,+,32,25
    384,UGC 686;Arp 331,Galaxy,Psc,13,"Size: 1.1  pF, pS, sp of 2",1,7.4,+,32,18
    385,UGC 687;Arp 331,Galaxy,Psc,12.9,"Size: 1.5  pF, pS, R, nf of 2",1,7.4,+,32,19
    386,MCG 5-3-57,Galaxy,Psc,14.1,"Size: 0.9  cF, S, R",1,7.5,+,32,22
    387,,Galaxy,Psc,,"vF, S, R",1,7.5,+,32,23
    388,MCG 5-3-59,Galaxy,Psc,14.3,"Size: 0.8  vF, S, R",1,7.8,+,32,19
    389,UGC 703,Galaxy,And,15,"eF, eS, R, * nr",1,8.5,+,39,42
    390,,Galaxy,Psc,,"vF, vS, stellar",1,8.1,+,32,27
    391,UGC 693,Galaxy,Cet,14,"F, S, r",1,7.5,+,0,56
    392,UGC 700,Galaxy,Psc,14,"F, vS, R, mbM, bet 2 st",1,8.4,+,33,7
    393,UGC 707,Galaxy,And,13,"F, vS, vlE, gbM, 4 S st nr",1,8.6,+,39,40
    394,MCG 5-3-63,Galaxy,Psc,15,"F, S, 50"" nf 392",1,8.4,+,33,8
    395,ESO 51-SC16,,Tuc,,"group of about 10 st, no neb",1,5.3,-,72,0
    396,,Galaxy,Psc,,"eF, S, lE",1,8,+,4,32
    397,MCG 5-3-64,Galaxy,Psc,15,"eF, S, R, vF* p",1,8.5,+,33,6
    398,MCG 5-3-65,Galaxy,Psc,15,"vF, vS, stellar",1,8.8,+,32,30
    399,UGC 712,Galaxy,Psc,14,"vF, S, R",1,9,+,32,37
    400,,,Psc,,"eF, vS, 403 f",1,9,+,32,44
    401,,,Psc,,"eF, stellar, 403 f",1,9.1,+,32,46
    402,,,Psc,,"eF, vS, R, 403 s 3'",1,9.2,+,32,49
    403,UGC 715,Galaxy,Psc,13,"Size: 2.1  vF, pS, cE, *11 s 85""",1,9.2,+,32,45
    404,UGC 718,Galaxy,And,10.1,"Size: 4.4  pB, cL, R, gbM, beta And sf",1,9.4,+,35,43
    405,ESO 243-*39,Double Star,Phe,,"eS, stellar, = *7",1,8.3,-,46,40
    406,ESO 51-18,Galaxy,Tuc,12,"Size: 3.8  F, vL, vglbM, bN with eE wisp",1,7.4,-,69,53
    407,UGC 730,Galaxy,Psc,14,"Size: 2.0  vF, vS, sp of 2",1,10.6,+,33,7
    408,,Galaxy,Psc,,"vF, vS, 410 f 8s",1,10.9,+,33,6
    409,ESO 352-12,Galaxy,Scl,,"Size: 1.5  eF, S, R, vS* nr",1,9.5,-,35,48
    410,UGC 735,Galaxy,Psc,13,"Size: 2.6  pB, pL, nf of 2",1,11,+,33,9
    411,ESO 51-SC19,,Tuc,,"cB, S, R, stellar",1,7.9,-,71,46
    412,,,Cet,,"vF, eS, R, sbMN (neb?)",1,10.3,-,20,1
    413,MCG 1-4-13,Galaxy,Cet,16,"eF, pS, vlE",1,9.5,-,2,50
    414,UGC 744,Galaxy,Psc,14,"vF, S, iR, mbM, 410 np",1,11.3,+,33,6
    415,ESO 352-14,Galaxy,Scl,,"vF, S, R, glbM",1,10.2,-,35,29
    416,ESO 29-SC32,Globular Cluster,Tuc,11,"Size: 1.1  F, pS, R, gbM",1,8.1,-,72,21
    417,ESO 541-24,Galaxy,Cet,15,"eF, eS, R",1,11.1,-,18,10
    418,ESO 412-9,Galaxy,Scl,13,"Size: 2.3  F, pL, R, vglbM, p of 2",1,10.6,-,30,13
    419,ESO 29-SC33,Globular Cluster,Tuc,10,"Size: 2.6  pB, pL, R, gbM",1,8.3,-,72,53
    420,UGC 752,Galaxy,Psc,13,"F, pS, R, bM",1,12.1,+,32,6
    421,,,Psc,,"eF, vS",1,12.1,+,32,9
    422,ESO 51-SC22,,Tuc,,"only 3 eF st, close, in SMC",1,8.9,-,71,46
    423,ESO 412-11,Galaxy,Scl,14,"eF, S, E, glbM, f of 2",1,11.4,-,29,13
    424,ESO 296-4,Galaxy,Scl,,"Size: 2.1  vF, S, R, glbM",1,11.5,-,38,5
    425,UGC 758,Galaxy,And,13,"vF, vS, R, lbM, *11 att",1,13,+,38,48
    426,UGC 760,Galaxy,Cet,14,"vF, vS, R",1,12.9,-,0,17
    427,ESO 412-14,Galaxy,Scl,15,3 vS st with neby (?),1,12.5,-,32,3
    428,UGC 763,Galaxy,Cet,11.4,"Size: 4.1  F, L, R, bM, er",1,12.9,+,0,59
    429,UGC 762,Galaxy,Cet,14,"vF, vS",1,13,-,0,20
    430,UGC 765,Galaxy,Cet,13,"F, vS, R, vsbM *",1,13.1,-,0,15
    431,UGC 776,Galaxy,And,14,"F, S, vsbM",1,14.2,+,33,44
    432,ESO 113-22,Galaxy,Tuc,,"Size: 1.5  F, S, R, gbM, *12 f",1,11.8,-,61,32
    433,OCL 319,Open Cluster,Cas,,"Size: 3.  Cl, S, lC",1,15.3,+,60,8
    434,ESO 113-23,Galaxy,Tuc,13,"Size: 1.9  B, S, R, psbM",1,12.2,-,58,15
    435,UGC 779,Galaxy,Cet,15,"eF, S, E",1,14,+,2,4
    436,OCL 320,Open Cluster,Cas,8.8,"Size: 6.  Cl, S, iF, pC",1,15.6,+,58,49
    437,UGC 788,Galaxy,Psc,14,"pF, vS, R, F* np",1,14.4,+,5,56
    438,ESO 296-7,Galaxy,Scl,,"pF, S, R, glbM",1,13.4,-,37,56
    439,ESO 412-18,Galaxy,Scl,13,"pB, S, R, gbM",1,13.8,-,31,45
    440,ESO 113-25,Galaxy,Tuc,,"Size: 1.0  F, vS, R",1,12.9,-,58,17
    441,ESO 412-19,Galaxy,Scl,14,"pF, S, R, gbM",1,14,-,31,47
    442,UGC 789,Galaxy,Cet,15,"Size: 1.2  vF, S, R, B* sf",1,14.6,-,1,1
    443,IC 1653,Galaxy,Psc,14,"F, S, R, *15 p 8s  on parallel",1,15.1,+,33,23
    444,IC 1658,Galaxy,Psc,14,"vF, mE 135deg , lbM; = IC 1658",1,15.9,+,31,5
    445,ZWG 385. 47,Galaxy,Cet,15,"vF, vS",1,14.9,+,1,56
    446,IC 89,Galaxy,Psc,15,"F, vS, stellar; = IC 89",1,14.9,+,4,11
    447,IC 1556,Galaxy,Psc,14,"Size: 2.6  F, pL, bM, *11 nf",1,15.6,+,33,4
    448,UGC 801,Galaxy,Cet,13,"pB, vS, lE",1,15.3,-,1,37
    449,IC 1656,Galaxy,Psc,14.3,"Size: 0.7  vF, vS, R, vlbM, vF st inv",1,16.1,+,33,5
    450,UGC 806,Galaxy,Cet,12.1,"Size: 3.2  vF, L",1,15.5,-,0,52
    451,IC 1661,Galaxy,Psc,15,"vF, vS, R, vlbM; = IC 1661",1,16.2,+,33,4
    452,UGC 820,Galaxy,Psc,14,"vF, E, *9 np, S* nf, vnr",1,16.3,+,31,2
    453,,Triple Star,Psc,,"vF, vS, R, vF st inv",1,16.3,+,33,5
    454,ESO 151-36,Galaxy,Phe,,"Size: 1.9  vF, S, R, bM",1,14.4,-,55,24
    455,UGC 815;Arp 164,Galaxy,Psc,14,"F, vS, alm stell",1,16,+,5,11
    456,ESO 29-SC38,Nebula,Tuc,,"Size: 15.  pF, pL, iR, r, 1st of sev",1,14.4,-,73,17
    457,OCL 321,Open Cluster,Cas,6.4,"Size: 13.  Cl, B, L, pRi, st 7, 8, 10",1,19.1,+,58,20
    458,ESO 51-SC26,,Tuc,,"prob Cl, eS, close, no neb",1,14.9,-,71,33
    459,UGC 832,Galaxy,Psc,15,eF,1,18,+,17,33
    460,ESO 29-SC39,Cluster Nebulosity,Tuc,,"F, pL, iR, gbM, r, 2nd of sev",1,14.8,-,72,18
    461,ESO 352-33,Galaxy,Scl,,"Size: 1.2  pB, R, glbM",1,17.3,-,33,50
    462,NPM1G +03.0047,Galaxy,Psc,,"eF, vS, stellar",1,18.1,+,4,14
    463,UGC 840,Galaxy,Psc,15,"eF, vS, R, lbM",1,18.9,+,16,19
    464,,Galaxy,And,,S,1,19,+,34,58
    465,ESO 29-SC40,Open Cluster,Tuc,,"many st, no neb, perhaps Cl",1,15.5,-,73,20
    466,ESO 113-34,Galaxy,Tuc,,"Size: 2.1  vF, pS, R, gbM",1,17.2,-,58,55
    467,UGC 848,Galaxy,Psc,11.9,"Size: 2.4  pB, pL, R, gbM",1,19.2,+,3,18
    468,IC 92,Galaxy,Psc,15,"vF, eS, stellar",1,19.8,+,32,47
    469,MCG 2-4-23,Galaxy,Psc,15,"eF, S, R",1,19.4,+,14,53
    470,UGC 858,Galaxy,Psc,11.9,"Size: 3.0  pB, L, iR",1,19.7,+,3,25
    471,UGC 861,Galaxy,Psc,14,neb *12,1,19.9,+,14,47
    472,UGC 870,Galaxy,Psc,14,"eF, vS, *9-10 p 14s , v diff",1,20.5,+,32,43
    473,UGC 859,Galaxy,Psc,13,"Size: 2.2  eF, S",1,19.9,+,16,33
    474,UGC 864,Galaxy,Psc,11.1,"Size: 7.9  pB, S, smbM, f of 2",1,20.1,+,3,25
    475,IC 97,Galaxy,Psc,,"eF, S",1,20,+,14,51
    476,MCG 3-4-23,Galaxy,Psc,15,"eF, vS, stellar",1,20.2,+,16,1
    477,UGC 886,Galaxy,And,14,"vF, pS, vlE, vglbM",1,21.3,+,40,29
    478,ESO 476-3,Galaxy,Cet,15,"eF, eS, R, sbMN",1,20.2,-,22,22
    479,UGC 893,Galaxy,Psc,15,"eF, S, R",1,21.3,+,3,52
    480,,,Cet,,"eF, vS, R (neb?); = 481?",1,20.9,-,9,52
    481,MCG 2-4-30,Galaxy,Cet,14,"vF, vS, R, F* np",1,21,-,9,12
    482,ESO 296-13,Galaxy,Phe,,"eF, lE",1,20.3,-,40,57
    483,UGC 906,Galaxy,Psc,14,"vF, vS",1,22,+,33,32
    484,ESO 113-36,Galaxy,Tuc,,"Size: 2.2  vB, S, lE, psmbM",1,19.6,-,58,31
    485,UGC 895,Galaxy,Psc,14,"Size: 1.9  cF, pL, R, *8 sp 3'.5",1,21.4,+,7,1
    486,,Galaxy,Psc,15,"eF, eS, stell, 5' n of 488",1,22.1,+,5,24
    487,MCG 3-4-56,Galaxy,Cet,14,"eF, vS, R",1,21.8,-,16,21
    488,UGC 907,Galaxy,Psc,10.3,"Size: 5.2  pB, L, R, svmbM, *8 f 10'",1,21.8,+,5,15
    489,UGC 908,Galaxy,Psc,13,"pB, S, E",1,21.8,+,9,12
    490,MCG 1-4-35,Galaxy,Psc,15,"vF, vS, R, 8' nf 488",1,22.1,+,5,22
    491,ESO 352-53,Galaxy,Scl,13,"Size: 1.5  B, S, vlE, bM, vS* nr",1,21.4,-,34,3
    492,MCG 1-4-38,Galaxy,Psc,15,"eF, vS, R",1,22.2,+,5,25
    493,UGC 914,Galaxy,Cet,12.5,"Size: 3.8  vF, L, mE 60deg , lbM",1,22.2,+,0,57
    494,UGC 919,Galaxy,Psc,14,"vF, pL, E, 3 F st s",1,23,+,33,11
    495,UGC 920,Galaxy,Psc,13.2,"Size: 1.5  vF, S, 1st of 3",1,22.9,+,33,28
    496,UGC 927,Galaxy,Psc,14,"vF, vS, 2nd of 3",1,23.3,+,33,33
    497,UGC 915;Arp 8,Galaxy,Cet,14,"Size: 2.4  eF, pS, R, vlbM, r",1,22.4,-,0,53
    498,MCG 5-4-37,Galaxy,Psc,16,"eeF, np 499",1,23.3,+,33,30
    499,IC 1686,Galaxy,Psc,12,"Size: 2.0  pB, pL, R, 3rd of 3; = IC 168",1,23.2,+,33,28
    500,MCG 1-4-40,Galaxy,Psc,15,"vF, vS, mbM, *11 nf 1'",1,22.7,+,5,24
    501,ZWG 502. 62,Galaxy,Psc,15,"vF, S",1,23.4,+,33,27
    502,UGC 922,Galaxy,Psc,14,"cB, S, R, bMN",1,22.8,+,9,3
    503,MCG 5-4-40,Galaxy,Psc,15,"eF, eS, D* 4' sp",1,23.5,+,33,21
    504,UGC 935,Galaxy,Psc,14,"vF, S",1,23.5,+,33,13
    505,UGC 924,Galaxy,Psc,15,"vF, vS, stellar",1,22.9,+,9,28
    506,,,Psc,,"vF, vS, sp 507; = 504?",1,23.6,+,33,14
    507,UGC 938,Galaxy,Psc,11.2,"Size: 4.3  vF, pL, R, bM, s of 2",1,23.7,+,33,15
    508,UGC 939,Galaxy,Psc,12.8,"Size: 1.6  vF, S, n of 2",1,23.7,+,33,17
    509,UGC 932,Galaxy,Psc,15,"Size: 1.7  vF, S, E",1,23.4,+,9,26
    510,,Galaxy,Psc,,"vF, vS, lE",1,23.7,+,33,26
    511,UGC 936,Galaxy,Psc,15,"eF, vS, S* inv, S* att",1,23.5,+,11,17
    512,UGC 944,Galaxy,And,14,"vF, vS",1,24,+,33,55
    513,UGC 953,Galaxy,And,13,"F, S, stellar",1,23.8,+,33,49
    514,UGC 947,Galaxy,Psc,11.9,"Size: 3.5  F, L, lE, vglbM, **  f",1,24.1,+,12,55
    515,UGC 956,Galaxy,Psc,14,"pF, vS, R, np of 2",1,24.6,+,33,29
    516,UGC 946,Galaxy,Psc,14,"Size: 1.6  eF, S, v diffic, 524 f 41s",1,24.1,+,9,33
    517,UGC 960,Galaxy,Psc,13,"pF, R, stellar, sf of 2",1,24.7,+,33,27
    518,UGC 952,Galaxy,Psc,14,"Size: 1.9  F, vS, R",1,24.3,+,9,20
    519,ZWG 385.103,Galaxy,Cet,,"eeF, vS, R, v diffic",1,24.5,-,1,38
    520,UGC 966,Galaxy,Psc,11.2,"Size: 4.8  F, cL, E 137deg",1,24.6,+,3,48
    521,UGC 962,Galaxy,Cet,13,"Size: 3.4  F, pL, R, gbM",1,24.6,+,1,44
    522,UGC 970,Galaxy,Psc,14,"Size: 2.8  eF, pL, iF; Cl + neb?",1,24.8,+,10,0
    523,NGC 537,Galaxy,And,14,"Size: 3.1  Dneb, vF, vS, pos 90deg , dis",1,25.3,+,34,2
    524,UGC 968,Galaxy,Psc,10.6,"Size: 3.2  vB, pL, mbM, 4 S st nr",1,24.8,+,9,32
    525,UGC 972,Galaxy,Psc,14,"vF, vS, *11-12 p 5s",1,24.8,+,9,42
    526,,Galaxy,Scl,,"F, S, E, p of 2",1,23.9,-,35,3
    527,ESO 352-68,Galaxy,Scl,,"F, S, lE, bM, f of 2",1,24,-,35,6
    528,UGC 988,Galaxy,And,13,"F, pL, R, lbM",1,25.5,+,33,41
    529,UGC 955,Galaxy,And,13,"pB, vS, sbM, p of 2",1,25.7,+,34,44
    530,IC 1696; UGC 965,Galaxy,Cet,14,"Size: 1.9  eF, S, mE, F* sf; = IC 106",1,24.7,-,1,35
    531,UGC 1012,Galaxy,And,15,"F, S, R",1,26.3,+,34,45
    532,UGC 982,Galaxy,Psc,14,"Size: 2.8  vF, pL, E 30deg , bM",1,25.3,+,9,16
    533,UGC 992,Galaxy,Cet,13,"Size: 3.7  pB, pL, R, gbM",1,25.5,+,1,46
    534,ESO 296-21,Galaxy,Scl,,"eeF, S, R, vgbM, 1st of 4",1,24.6,-,38,7
    535,UGC 997,Galaxy,Cet,15,"Size: 1.3  vF, vS, 1st of 3",1,25.5,-,1,25
    536,UGC 1013,Galaxy,And,13,"Size: 3.7  pB, pL, gbM, f of 2",1,26.4,+,34,43
    537,NGC 523,,And,,stellar; = 523?,1,26.3,+,34,5
    538,UGC 991,Galaxy,Cet,15,"Size: 1.3  eF, S, mE, F* n",1,25.4,-,1,33
    539,NGC 563,Galaxy,Cet,14,"Size: 1.8  vF, vS, R",1,25.3,-,18,9
    540,ESO 542-12,Galaxy,Cet,,"Size: 1.4  vF, vS, R, sbMN",1,27.1,-,20,2
    541,UGC 1004,Galaxy,Cet,12,"Size: 2.7  F, S, R, bM",1,25.7,-,1,23
    542,MCG 6-4-22,Galaxy,And,15,"eF, diffic",1,26.5,+,34,41
    543,MCG 0-4-138,Galaxy,Cet,13.3,"Size: 0.7  eF, eS",1,25.8,-,1,18
    544,ESO 296-24,Galaxy,Scl,,"eeF, S, R, vgbM, 2nd of 4",1,25.1,-,38,5
    545,UGC 1007,Galaxy,Cet,14,"Size: 3.0  stellar, p of Dneb",1,26,-,1,20
    546,ESO 296-25,Galaxy,Scl,,"eeF, S, R, vgbM, 3rd of 4",1,25.1,-,38,3
    547,UGC 1009,Galaxy,Cet,12.3,"Size: 1.7  stellar, f of Dneb",1,26,-,1,21
    548,UGC 1010,Galaxy,Cet,,"Size: 1.5  eF, eS",1,26,-,1,14
    549,,Galaxy,Scl,,"Size: 2.0  eeF, S, R, vgbM, 4th of 4",1,25.5,-,38,16
    550,UGC 1021,Galaxy,Cet,14,"Size: 1.7  F, S, E 90deg , bM, r",1,26.7,+,2,1
    551,UGC 1034,Galaxy,And,13,"vF, S, E, vglbM, *13 nr",1,27.6,+,37,11
    552,,,Psc,,"vS, stellar, p of 2; RA?",1,27.8,+,33,28
    553,ZWG 502. 84,,Psc,,"vS, stellar, f of 2; RA?",1,27.8,+,33,28
    554,ESO 476-11,Galaxy,Cet,15,"eF, vS, E, 1st of 3, *11 f",1,27.2,-,22,43
